# 	DEMAG  	CD   	CI   	ISD  	ISI  	RD   	RI   	M        	J        	X         	SX       	NX	EX     	Y         	SY       	NY	EY     	Z         	SZ       	NZ	EZ     	S/N    	S/D    	S/H    	
1	NRM	162.8	-40.3	17.8	46.8	17.8	46.8	7.873e-05	2.187e-05	-5.735e-05	0.000e+00	1	0.0	+1.771e-05	0.000e+00	1	0.0	-5.095e-05	0.000e+00	1	0.0	7.9e+10	7.5e+03	6.7e+02	+z	Jun 08 2004 09:39	
2	2.0mT	173.5	-38.7	28.9	50.9	28.9	50.9	6.107e-05	1.697e-05	-4.738e-05	0.000e+00	1	0.0	+5.427e-06	0.000e+00	1	0.0	-3.815e-05	0.000e+00	1	0.0	6.1e+10	1.7e+04	5.2e+02	+z	Jun 08 2004 09:40	
3	4.0mT	165.6	-42.9	22.0	45.2	22.0	45.2	5.197e-05	1.444e-05	-3.688e-05	0.000e+00	1	0.0	+9.502e-06	0.000e+00	1	0.0	-3.537e-05	0.000e+00	1	0.0	5.2e+10	1.0e+04	4.4e+02	+z	Jun 08 2004 09:41	
4	6.0mT	191.6	-61.3	43.3	28.0	43.3	28.0	5.269e-05	1.464e-05	-2.475e-05	0.000e+00	1	0.0	-5.088e-06	0.000e+00	1	0.0	-4.623e-05	0.000e+00	1	0.0	5.3e+10	1.9e+04	4.5e+02	+z	Jun 08 2004 09:42	
5	8.0mT	174.5	-49.4	32.3	40.3	32.3	40.3	4.214e-05	1.171e-05	-2.727e-05	0.000e+00	1	0.0	+2.636e-06	0.000e+00	1	0.0	-3.201e-05	0.000e+00	1	0.0	4.2e+10	1.5e+04	3.6e+02	+z	Jun 08 2004 09:44	
6	10.0mT	202.2	-51.6	53.7	35.1	53.7	35.1	3.474e-05	9.650e-06	-1.996e-05	0.000e+00	1	0.0	-8.157e-06	0.000e+00	1	0.0	-2.724e-05	0.000e+00	1	0.0	3.5e+10	1.0e+04	3.0e+02	+z	Jun 08 2004 09:45	
7	15.0mT	179.0	-85.8	36.9	4.2	36.9	4.2	2.478e-05	6.884e-06	-1.806e-06	0.000e+00	1	0.0	+3.033e-08	0.000e+00	1	0.0	-2.472e-05	0.000e+00	1	0.0	2.5e+10	1.4e+04	2.1e+02	+z	Jun 08 2004 09:46	
8	20.0mT	180.6	-34.0	37.9	56.0	37.9	56.0	1.277e-05	3.548e-06	-1.059e-05	0.000e+00	1	0.0	-1.179e-07	0.000e+00	1	0.0	-7.139e-06	0.000e+00	1	0.0	1.3e+10	4.3e+03	1.1e+02	+z	Jun 08 2004 09:48	
9	25.0mT	175.6	-7.0	4.6	81.7	4.6	81.7	3.497e-06	9.713e-07	-3.461e-06	0.000e+00	1	0.0	+2.693e-07	0.000e+00	1	0.0	-4.237e-07	0.000e+00	1	0.0	3.5e+09	7.3e+02	3.0e+01	+z	Jun 08 2004 09:49	
10	30.0mT	342.5	-14.1	87.0	-67.7	87.0	-67.7	5.089e-06	1.414e-06	+4.708e-06	0.000e+00	1	0.0	-1.480e-06	0.000e+00	1	0.0	-1.243e-06	0.000e+00	1	0.0	5.1e+09	9.4e+02	4.3e+01	+z	Jun 08 2004 09:51	
11	40.0mT	294.7	-11.8	114.1	-24.2	114.1	-24.2	7.778e-06	2.160e-06	+3.182e-06	0.000e+00	1	0.0	-6.917e-06	0.000e+00	1	0.0	-1.588e-06	0.000e+00	1	0.0	7.8e+09	3.5e+03	6.6e+01	+z	Jun 08 2004 09:54	
12	50.0mT	306.0	-6.1	119.5	-35.8	119.5	-35.8	6.952e-06	1.931e-06	+4.067e-06	0.000e+00	1	0.0	-5.590e-06	0.000e+00	1	0.0	-7.356e-07	0.000e+00	1	0.0	7.0e+09	1.7e+03	5.9e+01	+z	Jun 08 2004 09:56	
13	60.0mT	339.9	10.8	156.2	-67.3	156.2	-67.3	5.135e-06	1.426e-06	+4.737e-06	0.000e+00	1	0.0	-1.731e-06	0.000e+00	1	0.0	+9.658e-07	0.000e+00	1	0.0	5.1e+09	1.0e+03	4.4e+01	+z	Jun 08 2004 09:58	
14	80.0mT	322.3	-9.7	111.4	-51.2	111.4	-51.2	5.557e-06	1.544e-06	+4.333e-06	0.000e+00	1	0.0	-3.353e-06	0.000e+00	1	0.0	-9.340e-07	0.000e+00	1	0.0	5.6e+09	5.8e+03	4.7e+01	+z	Jun 08 2004 10:01	
15	100.0mT	314.5	-25.6	93.1	-39.2	93.1	-39.2	5.736e-06	1.593e-06	+3.627e-06	0.000e+00	1	0.0	-3.688e-06	0.000e+00	1	0.0	-2.478e-06	0.000e+00	1	0.0	5.7e+09	1.6e+03	4.9e+01	+z	Jun 08 2004 10:05	
